NAME,MLST ST (Klebsiella pneumoniae (Pasteur)),MLST PROFILE (Klebsiella pneumoniae (Pasteur)),CGMLST,LINCODE,SUBLINEAGE,CLONAL GROUP,Inc Types,K Locus,Predicted capsule (K locus) type,O locus,Predicted O type,Virulence Score,AEROBACTIN (AbST),COLIBACTIN (CbST),SALMOCHELIN (SmST),YERSINIABACTIN (YbST),RmpADC,rmpA2
E44_hybrid,39,2_1_2_4_9_1_14,*51aa,0_0_107_1_0_0_0_0_?_?,39,10192,,KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378),-,-
C1_hybrid,39,2_1_2_4_9_1_14,*b5a6,0_0_107_0_4_0_1_?_?_?,39,39,,KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
C37,39,2_1_2_4_9_1_14,*c092,0_0_107_0_4_0_1_?_?_?,39,39,Col(pHAD28); IncFIB(K); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
E49_hybrid,39,2_1_2_4_9_1_14,*ef3c,0_0_107_1_0_0_0_?_?_?,39,10192,,KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378),-,-
E49,39,2_1_2_4_9_1_14,*51aa,0_0_107_1_0_0_0_0_?_?,39,10192,IncFIB(K)(pCAV1099-114),KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378),-,-
E63_hybrid,39,2_1_2_4_9_1_14,*6ced,0_0_107_0_4_0_1_?_?_?,39,39,,KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
C38_hybrid,39,2_1_2_4_9_1_14,*cde9,0_0_107_0_4_0_1_?_?_?,39,39,,KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
E44,39,2_1_2_4_9_1_14,*600d,0_0_107_1_0_0_0_?_?_?,39,10192,Col(pHAD28); IncFIB(K)(pCAV1099-114),KL62,K62,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378),-,-
E63,39,2_1_2_4_9_1_14,*f20e,0_0_107_0_4_?_?_?_?_?,39,39,IncFIB(K); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294-1LV),-,-
C37_hybrid,39,2_1_2_4_9_1_14,*4d98,0_0_107_0_4_0_1_?_?_?,39,39,,KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
C38,39,2_1_2_4_9_1_14,*47a3,0_0_107_0_4_0_1_?_?_?,39,39,Col(pHAD28); IncFIB(K); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
C3_hybrid,39,2_1_2_4_9_1_14,*a87a,0_0_107_0_4_0_1_?_?_?,39,39,,KL2,K2,OL2α.1,O2α,1,0,,0,ybt 16; ICEKp12 (294),-,-
C3,39,2_1_2_4_9_1_14,*9a0b,0_0_107_0_4_?_?_?_?_?,39,39,Col(pHAD28); IncFIB(K); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
C1,39,2_1_2_4_9_1_14,*e93d,0_0_107_0_4_?_?_?_?_?,39,39,Col(pHAD28); IncFIB(K); IncFII(K),KL2,K2,OL2α.1,"O1αβ,2α",1,0,,0,ybt 16; ICEKp12 (294),-,-
43479B1,39,2_1_2_4_9_1_14,*43f5,0_0_107_1_0_?_?_?_?_?,39,10192,Col440I; IncFIA(HI1)--IncFII(K); IncFIB(K)--IncFII(K),KL62,Capsule null,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378),-,-
38403B1,39,2_1_2_4_9_1_14,*ddd6,0_0_107_1_0_0_0_?_?_?,39,10192,Col440I--Col440I--Col440I; IncFIA(HI1)--IncFII(K); IncFIB(K)--IncFII(K),KL62,Capsule null,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378),-,-
38454B1,39,2_1_2_4_9_1_14,*ddd6,0_0_107_1_0_0_0_?_?_?,39,10192,Col440I--Col440I--Col440I; IncFIA(HI1)--IncFII(K); IncFIB(K)--IncFII(K),KL62,Capsule null,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378),-,-
38552B1,39,2_1_2_4_9_1_14,*ddd6,0_0_107_1_0_0_0_?_?_?,39,10192,Col440I--Col440I; IncFIA(HI1)--IncFII(K); IncFIB(K)--IncFII(K),KL62,Capsule null,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378),-,-
38832B1,39,2_1_2_4_9_1_14,*ddd6,0_0_107_1_0_0_0_?_?_?,39,10192,Col440I--Col440I; IncFIA(HI1)--IncFII(K); IncFIB(K)--IncFII(K),KL62,Capsule null,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378),-,-
38895B1,39,2_1_2_4_9_1_14,*8026,0_0_107_1_0_?_?_?_?_?,39,10192,IncFIB(K)--IncFII(K); IncFII(pKP91)--IncR,KL62,K62,OL3γ,O3γ,1,0,,0,ybt 15; ICEKp11 (378),-,-
43522B1,39,2_1_2_4_9_1_14,*f0c7,0_0_107_1_0_?_?_?_?_?,39,10192,Col440I; IncFIA(HI1)--IncFII(K); IncFIB(K)--IncFII(K),KL62,Capsule null,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378),-,-
38972B1,39,2_1_2_4_9_1_14,*37ab,0_0_107_1_0_?_?_?_?_?,39,10192,IncFIB(K)--IncFII(K),KL62,Capsule null,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378),-,-
38277B1,2bc4fa4248828b003c50d86208255117715bb00d,2_1_2_4_9_1_?,*bfbe,0_0_107_1_0_?_?_?_?_?,39,10192,Col440I--Col440I; IncFIA(HI1); IncFIB(K); IncFIB(K)--IncFII(K); IncFII(K),KL62,Capsule null,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (truncated) (378-1LV),-,-
38998B1,39,2_1_2_4_9_1_14,*43f5,0_0_107_1_0_?_?_?_?_?,39,10192,Col440I--Col440I; IncFIA(HI1)--IncFII(K); IncFIB(K)--IncFII(K),KL62,Capsule null,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378),-,-
43264B1,39,2_1_2_4_9_1_14,*43f5,0_0_107_1_0_?_?_?_?_?,39,10192,Col440I--Col440I; IncFIA(HI1)--IncFII(K); IncFIB(K)--IncFII(K),KL62,Capsule null,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378),-,-
IF55E,39,2_1_2_4_9_1_14,*43f5,0_0_107_1_0_?_?_?_?_?,39,10192,Col440I--Col440I; IncFIA(HI1)--IncFII(K); IncFIB(K)--IncFII(K),KL62,Capsule null,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378),-,-
IF52E,39,2_1_2_4_9_1_14,*43f5,0_0_107_1_0_?_?_?_?_?,39,10192,Col440I--Col440I; IncFIA(HI1)--IncFII(K); IncFIB(K)--IncFII(K),KL62,Capsule null,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378),-,-
38264B1,39,2_1_2_4_9_1_14,*ddd6,0_0_107_1_0_0_0_?_?_?,39,10192,Col440I--Col440I; IncFIA(HI1)--IncFII(K); IncFIB(K)--IncFII(K),KL62,Capsule null,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378),-,-
43365B1,39,2_1_2_4_9_1_14,*43f5,0_0_107_1_0_?_?_?_?_?,39,10192,Col440I; IncFIA(HI1)--IncFII(K); IncFIB(K)--IncFII(K),KL62,Capsule null,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378),-,-
38755B1,39,2_1_2_4_9_1_14,*ddd6,0_0_107_1_0_0_0_?_?_?,39,10192,Col440I--Col440I; IncFIA(HI1)--IncFII(K); IncFIB(K)--IncFII(K),KL62,Capsule null,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378),-,-
38768B1,39,2_1_2_4_9_1_14,*43f5,0_0_107_1_0_?_?_?_?_?,39,10192,IncFIA(HI1)--IncFII(K); IncFIB(K)--IncFII(K),KL62,Capsule null,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378),-,-
38680B1,39,2_1_2_4_9_1_14,*ddd6,0_0_107_1_0_0_0_?_?_?,39,10192,Col440I--Col440I; IncFIA(HI1)--IncFII(K); IncFIB(K)--IncFII(K),KL62,Capsule null,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378),-,-
38710B1,39,2_1_2_4_9_1_14,*ddd6,0_0_107_1_0_0_0_?_?_?,39,10192,Col440I--Col440I; IncFIA(HI1)--IncFII(K); IncFIB(K)--IncFII(K),KL62,Capsule null,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378),-,-
44211B1,39,2_1_2_4_9_1_14,*6823,0_0_107_1_0_?_?_?_?_?,39,10192,Col440I; IncFIA(HI1)--IncFII(K); IncFIB(K)--IncFII(K),KL62,Capsule null,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378),-,-
38995B1,39,2_1_2_4_9_1_14,*8de2,0_0_107_1_0_?_?_?_?_?,39,10192,Col440I--Col440I; IncFIA(HI1)--IncFII(K); IncFIB(K)--IncFII(K),KL62,Capsule null,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378),-,-
38816B1,39,2_1_2_4_9_1_14,*ddd6,0_0_107_1_0_0_0_?_?_?,39,10192,Col440I--Col440I; IncFIA(HI1)--IncFII(K); IncFIB(K)--IncFII(K),KL62,Capsule null,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378),-,-
38326B1,39,2_1_2_4_9_1_14,*ddd6,0_0_107_1_0_0_0_?_?_?,39,10192,Col440I; IncFIA(HI1)--IncFII(K); IncFIB(K)--IncFII(K),KL62,Capsule null,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378),-,-
38614B1,39,2_1_2_4_9_1_14,*ddd6,0_0_107_1_0_0_0_?_?_?,39,10192,Col440I; IncFIA(HI1)--IncFII(K); IncFIB(K)--IncFII(K),KL62,Capsule null,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378),-,-
43451B1,39,2_1_2_4_9_1_14,*43f5,0_0_107_1_0_?_?_?_?_?,39,10192,Col440I--Col440I; IncFIA(HI1)--IncFII(K); IncFIB(K)--IncFII(K),KL62,Capsule null,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378),-,-
43409B1,39,2_1_2_4_9_1_14,*6823,0_0_107_1_0_?_?_?_?_?,39,10192,Col440I; IncFIA(HI1)--IncFII(K); IncFIB(K)--IncFII(K),KL62,Capsule null,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378),-,-
38466B1,39,2_1_2_4_9_1_14,*ddd6,0_0_107_1_0_0_0_?_?_?,39,10192,IncFIA(HI1)--IncFII(K); IncFIB(K)--IncFII(K),KL62,Capsule null,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378),-,-
38764B1,39,2_1_2_4_9_1_14,*43f5,0_0_107_1_0_?_?_?_?_?,39,10192,Col440I--Col440I; IncFIA(HI1)--IncFII(K); IncFIB(K)--IncFII(K),KL62,Capsule null,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378),-,-
IF26E,39,2_1_2_4_9_1_14,*43f5,0_0_107_1_0_?_?_?_?_?,39,10192,Col440I--Col440I; IncFIA(HI1)--IncFII(K); IncFIB(K)--IncFII(K),KL62,Capsule null,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378),-,-
38833B1,39,2_1_2_4_9_1_14,*0b9f,0_0_107_1_0_?_?_?_?_?,39,10192,IncFIA(HI1)--IncFII(K); IncFIB(K)--IncFII(K),KL62,Capsule null,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378),-,-
43515B1,39,2_1_2_4_9_1_14,*43f5,0_0_107_1_0_?_?_?_?_?,39,10192,Col440I--Col440I; IncFIA(HI1)--IncFII(K); IncFIB(K)--IncFII(K),KL62,Capsule null,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378),-,-
38826B1,39,2_1_2_4_9_1_14,*ddd6,0_0_107_1_0_0_0_?_?_?,39,10192,Col(pHAD28); Col440I--Col440I; Col440I--Col440I--Col440I; IncFIA(HI1)--IncFII(K); IncFIB(K)--IncFII(K); IncFII(K),KL62,Capsule null,OL2α.2,"O1αβ,2β",1,0,,0,ybt 15; ICEKp11 (378),-,-
